aX,aY,aZ
0.497,0.718,-0.596
0.501,0.676,-0.593
0.49,0.657,-0.6
0.462,0.644,-0.599
0.45,0.598,-0.586
0.443,0.546,-0.559
0.422,0.537,-0.558
0.396,0.524,-0.565
0.387,0.513,-0.577
0.372,0.513,-0.582
0.346,0.506,-0.585
0.332,0.484,-0.564
0.31,0.474,-0.552
0.3,0.464,-0.56
0.301,0.439,-0.575
0.297,0.413,-0.573
0.285,0.362,-0.561
0.286,0.308,-0.558
0.302,0.282,-0.573
0.318,0.225,-0.585
0.321,0.178,-0.6
0.322,0.158,-0.593
0.315,0.108,-0.589
0.302,0.066,-0.572
0.297,0.057,-0.562
0.285,0.05,-0.557
0.031,-1.556,0.554
-0.032,-1.742,0.607
-0.088,-1.929,0.699
-0.118,-2.024,0.804
-0.165,-2.196,0.863
-0.192,-2.336,0.965
-0.194,-2.45,1.033
-0.172,-2.504,1.049
-0.135,-2.593,1.033
-0.105,-2.643,0.967
-0.02,-2.612,0.88
-0.001,-2.684,0.829
0.077,-2.589,0.766
0.102,-2.369,0.696
0.151,-2.244,0.618
0.21,-2,0.582
0.237,-1.764,0.51
0.298,-1.648,0.475
0.355,-1.425,0.402
0.385,-1.215,0.308
0.438,-1.111,0.203
0.465,-0.933,0.151
0.472,-0.796,0.069
0.468,-0.742,0.035
0.451,-0.664,-0.03
0.441,-0.626,-0.098
0.429,-0.62,-0.13
0.402,-0.627,-0.181
0.371,-0.661,-0.211
0.315,-0.687,-0.228
0.279,-0.748,-0.235
0.268,-0.809,-0.25
0.241,-0.84,-0.264
0.216,-0.895,-0.263
0.199,-0.938,-0.256
0.192,-0.956,-0.246
0.176,-0.979,-0.226
0.162,-0.989,-0.216
0.158,-0.988,-0.196
0.157,-0.983,-0.183
0.156,-0.98,-0.179
0.159,-0.976,-0.167
0.167,-0.972,-0.161
0.176,-0.973,-0.16
0.177,-0.966,-0.153
0.17,-0.959,-0.145
0.163,-0.931,-0.147
0.163,-0.9,-0.152
0.157,-0.887,-0.17
0.154,-0.864,-0.176
0.148,-0.841,-0.183
0.15,-0.824,-0.197
0.163,-0.818,-0.209
0.175,-0.812,-0.215
0.177,-0.803,-0.225
0.188,-0.804,-0.229
0.197,-0.783,-0.244
0.173,-0.711,-0.24
0.199,-0.754,-0.22
0.219,-0.729,-0.195
0.195,-0.626,-0.21
0.178,-0.606,-0.248
0.195,-0.585,-0.252
0.202,-0.531,-0.239
0.206,-0.513,-0.239
0.211,-0.475,-0.234
0.197,-0.407,-0.236
0.196,-0.258,-0.277
0.203,-0.352,-0.293
0.213,-0.323,-0.306
0.212,-0.266,-0.327
0.217,-0.232,-0.339
0.209,-0.149,-0.363
0.203,-0.065,-0.376
0.208,-0.023,-0.374
0.23,0.056,-0.356
0.246,0.115,-0.325
0.284,0.136,-0.311
0.339,0.165,-0.309
0.362,0.202,-0.305
0.422,0.225,-0.306
0.469,0.277,-0.316
0.484,0.332,-0.33
0.502,0.368,-0.339
0.513,0.489,-0.368
0.525,0.689,-0.42
0.511,0.722,-0.462
0.489,0.885,-0.484
0.475,1.065,-0.542
0.447,1.161,-0.615
0.413,1.343,-0.649
0.393,1.496,-0.705
0.358,1.555,-0.743
0.335,1.639,-0.757
0.33,1.663,-0.8
0.321,1.652,-0.832
0.321,1.578,-0.835
0.324,1.463,-0.822
0.341,1.398,-0.814
0.373,1.272,-0.803
0.39,1.148,-0.783
0.427,1.084,-0.751
0.451,0.954,-0.736
0.469,0.848,-0.684
0.529,0.812,-0.614
0.572,0.805,-0.59
0.604,0.88,-0.569
0.671,0.924,-0.542
0.702,1.01,-0.517
0.701,1.07,-0.496
0.688,1.105,-0.505
0.638,1.178,-0.518
0.612,1.343,-0.531
0.574,1.277,-0.559
0.529,1.296,-0.615
0.503,1.288,-0.653
0.447,1.278,-0.684
0.394,1.245,-0.691
0.374,1.202,-0.682
0.35,1.152,-0.674
0.353,1.099,-0.657
0.368,1.058,-0.586
0.402,0.966,-0.553
0.448,0.883,-0.5
0.474,0.839,-0.461
0.526,0.746,-0.455
0.555,0.662,-0.442
0.57,0.628,-0.384
0.605,0.598,-0.355
0.627,0.63,-0.32
0.664,0.662,-0.326
0.68,0.733,-0.329
0.681,0.772,-0.32
0.662,0.85,-0.305
0.628,0.931,-0.285
0.608,1.103,-0.314
0.579,1.057,-0.338
0.559,1.12,-0.373
0.547,1.145,-0.386
0.53,1.175,-0.386
0.526,1.179,-0.386
0.527,1.176,-0.401
0.542,1.157,-0.409
0.549,1.118,-0.413
0.562,1.095,-0.395
0.576,1.039,-0.384
0.589,0.982,-0.373
0.615,0.953,-0.371
0.626,0.914,-0.369
0.623,0.903,-0.355
0.618,0.91,-0.347
0.621,0.953,-0.343
0.629,0.978,-0.348
0.643,1.024,-0.352
0.647,1.06,-0.366
0.66,1.081,-0.498
0.676,1.122,-0.373
0.682,1.153,-0.366
0.701,1.188,-0.361
0.7,1.186,-0.378
0.715,1.209,-0.392
0.711,1.207,-0.384
0.708,1.223,-0.361
0.707,1.209,-0.348
0.708,1.19,-0.343
0.7,1.156,-0.341
0.691,1.115,-0.346
0.666,1.093,-0.354
0.638,1.048,-0.36
0.617,1.018,-0.372
0.603,1.005,-0.376
0.579,0.995,-0.382
0.562,0.999,-0.405
0.561,1.014,-0.428
0.552,1.027,-0.455
0.55,1.077,-0.46
0.557,1.126,-0.46
0.57,1.149,-0.459
0.575,1.192,-0.461
0.579,1.223,-0.469
0.58,1.236,-0.475
0.578,1.253,-0.476
0.577,1.264,-0.474
0.57,1.268,-0.472
0.564,1.276,-0.479
0.56,1.281,-0.494
0.558,1.294,-0.498
0.557,1.312,-0.5
0.563,1.33,-0.505
0.571,1.365,-0.508
0.58,1.401,-0.502
0.586,1.416,-0.486
0.609,1.451,-0.476
0.626,1.486,-0.469
0.631,1.516,-0.447
0.637,1.527,-0.413
0.64,1.545,-0.4
0.638,1.552,-0.404
0.622,1.549,-0.408
0.59,1.53,-0.414
0.57,1.514,-0.426
0.533,1.467,-0.435
0.501,1.423,-0.47
0.491,1.384,-0.523
0.468,1.366,-0.539
0.449,1.352,-0.56
0.451,1.354,-0.57
0.474,1.364,-0.572
0.483,1.374,-0.563
0.498,1.382,-0.544
0.528,1.388,-0.535
0.543,1.384,-0.528
0.547,1.381,-0.512
0.545,1.35,-0.497
0.551,1.294,-0.476
0.54,1.273,-0.453
0.506,1.261,-0.445
0.494,1.22,-0.446
0.479,1.188,-0.447
0.474,1.106,-0.462
0.477,0.995,-0.469
0.483,0.949,-0.499
0.469,0.893,-0.529
0.467,0.858,-0.592
0.467,0.782,-0.611
0.468,0.714,-0.625
0.473,0.684,-0.636
0.478,0.629,-0.648
0.476,0.577,-0.678
0.468,0.553,-0.698
0.447,0.512,-0.696
0.439,0.478,-0.682
0.42,0.467,-0.672
0.4,0.458,-0.67
0.384,0.457,-0.662
0.349,0.463,-0.65
0.317,0.475,-0.61
0.306,0.484,-0.597
0.024,-1.716,0.499
0.038,-1.78,0.603
0.073,-1.869,0.639
0.104,-1.932,0.721
0.131,-1.961,0.795
0.191,-2.026,0.82
0.249,-2.06,0.838
0.285,-2.063,0.817
0.348,-2.047,0.798
0.377,-2.009,0.762
0.433,-1.978,0.719
0.483,-1.904,0.688
0.507,-1.857,0.61
0.543,-1.744,0.569
0.559,-1.608,0.486
0.585,-1.537,0.411
0.607,-1.401,0.374
0.623,-1.266,0.292
0.626,-1.137,0.208
0.626,-1.068,0.165
0.633,-0.941,0.078
0.63,-0.882,-0.015
0.617,-0.768,-0.059
0.611,-0.672,-0.134
0.604,-0.639,-0.191
0.591,-0.581,-0.221
0.561,-0.546,-0.271
0.54,-0.538,-0.314
0.511,-0.542,-0.352
0.484,-0.573,-0.367
0.465,-0.618,-0.394
0.433,-0.651,-0.413
0.408,-0.712,-0.417
0.397,-0.763,-0.422
0.374,-0.789,-0.42
0.349,-0.842,-0.415
0.323,-0.894,-0.403
0.314,-0.936,-0.389
0.297,-0.956,-0.386
0.286,-0.992,-0.377
0.283,-1.018,-0.358
0.274,-1.03,-0.334
0.262,-1.041,-0.325
0.243,-1.051,-0.3
0.235,-1.046,-0.278
0.222,-1.044,-0.259
0.224,-1.025,-0.242
0.207,-1.007,-0.242
0.181,-0.975,-0.232
0.238,-1.047,-0.197
0.236,-1.004,-0.187
0.188,-0.919,-0.226
0.194,-0.95,-0.26
0.22,-0.959,-0.209
0.26,-0.972,-0.207
0.283,-1.005,-0.203
0.285,-0.996,-0.204
0.268,-0.964,-0.206
0.265,-0.953,-0.213
0.267,-0.956,-0.209
0.273,-0.95,-0.2
0.273,-0.92,-0.187
0.266,-0.772,-0.179
0.246,-0.852,-0.174
0.238,-0.794,-0.169
0.235,-0.643,-0.171
0.228,-0.719,-0.175
0.224,-0.68,-0.182
0.224,-0.641,-0.187
0.22,-0.623,-0.191
0.212,-0.584,-0.208
0.213,-0.536,-0.228
0.206,-0.511,-0.242
0.199,-0.463,-0.246
0.201,-0.414,-0.261
0.2,-0.368,-0.293
0.205,-0.346,-0.316
0.215,-0.302,-0.32
0.226,-0.255,-0.331
0.248,-0.238,-0.333
0.272,-0.208,-0.329
0.287,-0.195,-0.331
0.324,-0.194,-0.335
0.354,-0.169,-0.327
0.366,-0.147,-0.314
0.376,-0.002,-0.33
0.396,-0.073,-0.337
0.403,-0.027,-0.344
0.393,0.039,-0.354
0.388,0.144,-0.373
0.39,0.212,-0.387
0.376,0.341,-0.41
0.365,0.413,-0.426
0.364,0.567,-0.443
0.37,0.724,-0.484
0.373,0.876,-0.544
0.374,0.941,-0.595
0.372,1.048,-0.613
0.374,1.093,-0.637
0.384,1.161,-0.645
0.395,1.184,-0.668
0.399,1.159,-0.696
0.411,1.126,-0.713
0.427,1.04,-0.736
0.435,0.956,-0.731
0.454,0.923,-0.72
0.488,0.862,-0.69
0.507,0.836,-0.644
0.552,0.795,-0.611
0.577,0.794,-0.557
0.624,0.833,-0.555
0.666,0.977,-0.558
0.664,1.101,-0.538
0.621,1.154,-0.517
0.569,1.243,-0.496
0.542,1.281,-0.51
0.484,1.351,-0.53
0.411,1.393,-0.585
0.368,1.392,-0.629
0.245,1.352,-0.659
0.213,1.281,-0.687
0.156,1.242,-0.7
0.118,1.157,-0.726
0.109,1.058,-0.712
0.102,1.01,-0.688
0.12,0.918,-0.629
0.136,0.872,-0.582
0.182,0.793,-0.549
0.248,0.769,-0.472
0.283,0.767,-0.412
0.346,0.777,-0.387
0.372,0.81,-0.335
0.421,0.834,-0.293
0.476,0.918,-0.284
0.526,1.097,-0.283
0.536,1.145,-0.296
0.526,1.261,-0.29
0.512,1.306,-0.309
0.482,1.403,-0.324
0.457,1.482,-0.346
0.447,1.523,-0.363
0.423,1.536,-0.383
0.409,1.555,-0.397
0.412,1.544,-0.427
0.428,1.526,-0.436
0.468,1.474,-0.427
0.491,1.406,-0.383
0.547,1.368,-0.357
0.6,1.281,-0.357
0.623,1.201,-0.365
0.667,1.158,-0.342
0.697,1.082,-0.326
0.706,1.052,-0.312
0.719,0.993,-0.311
0.727,0.962,-0.312
0.728,0.963,-0.326
0.727,0.973,-0.333
0.711,1.002,-0.345
0.702,1.04,-0.353
0.684,1.06,-0.358
0.661,1.104,-0.366
0.648,1.122,-0.384
0.614,1.147,-0.389
0.609,1.174,-0.412
0.596,1.158,-0.371
0.594,1.174,-0.383
0.581,1.169,-0.358
0.577,1.166,-0.34
0.58,1.136,-0.344
0.579,1.117,-0.341
0.574,1.072,-0.34
0.568,1.02,-0.351
0.565,0.998,-0.365
0.555,0.967,-0.372
0.546,0.936,-0.384
0.542,0.921,-0.404
0.535,0.904,-0.417
0.528,0.893,-0.437
0.524,0.891,-0.44
0.514,0.895,-0.443
0.512,0.907,-0.444
0.51,0.912,-0.431
0.51,0.928,-0.418
0.509,0.941,-0.406
0.514,0.947,-0.402
0.521,0.969,-0.392
0.523,0.991,-0.381
0.526,1.004,-0.376
0.53,1.017,-0.376
0.528,1.032,-0.38
0.523,1.044,-0.4
0.508,1.069,-0.41
0.5,1.088,-0.427
0.482,1.094,-0.453
0.46,1.101,-0.466
0.451,1.095,-0.475
0.44,1.091,-0.485
0.434,1.1,-0.513
0.439,1.1,-0.531
0.452,1.095,-0.533
0.463,1.089,-0.527
0.477,1.085,-0.527
0.502,1.079,-0.522
0.516,1.079,-0.513
0.543,1.08,-0.38
0.569,1.101,-0.489
0.58,1.135,-0.472
0.601,1.152,-0.459
0.617,1.192,-0.463
0.619,1.227,-0.464
0.622,1.244,-0.466
0.611,1.279,-0.469
0.605,1.298,-0.471
0.595,1.315,-0.477
0.583,1.322,-0.48
0.582,1.313,-0.494
0.555,1.312,-0.488
0.542,1.321,-0.474
0.542,1.311,-0.502
0.539,1.291,-0.503
0.54,1.275,-0.489
0.539,1.273,-0.487
0.554,1.266,-0.48
0.567,1.248,-0.468
0.583,1.244,-0.463
0.587,1.245,-0.462
0.589,1.233,-0.457
0.598,1.223,-0.451
0.596,1.219,-0.453
0.588,1.223,-0.451
0.555,1.228,-0.443
0.521,1.244,-0.44
0.502,1.259,-0.449
0.467,1.266,-0.464
0.434,1.265,-0.47
0.417,1.247,-0.492
0.393,1.238,-0.509
0.382,1.22,-0.533
0.373,1.206,-0.567
0.364,1.171,-0.579
0.359,1.126,-0.603
0.358,1.098,-0.624
0.364,1.038,-0.634
0.369,0.988,-0.66
0.372,0.962,-0.683
0.372,0.916,-0.689
0.367,0.881,-0.68
0.363,0.862,-0.67
0.359,0.822,-0.658
0.359,0.81,-0.645
0.369,0.801,-0.642
0.375,0.81,-0.652
0.378,0.809,-0.644
0.372,0.797,-0.506
0.366,0.774,-0.607
0.361,0.733,-0.59
0.36,0.703,-0.571
0.365,0.639,-0.571
0.371,0.612,-0.59
0.382,0.563,-0.598
0.376,0.496,-0.585
0.376,0.46,-0.563
0.39,0.384,-0.557
0.398,0.312,-0.569
0.404,0.277,-0.584
0.414,0.221,-0.58
0.425,0.194,-0.574
0.433,0.189,-0.576
0.427,0.202,-0.582
0.43,0.21,-0.571
0.436,0.216,-0.571
0.42,0.214,-0.571
0.413,0.212,-0.556
0.404,0.207,-0.555
0.379,0.217,-0.57
0.364,0.221,-0.577
0.342,0.224,-0.576
0.324,0.222,-0.575
0.311,0.218,-0.579
0.283,0.206,-0.581
0.27,0.171,-0.581
0.266,0.131,-0.572
0.272,0.115,-0.571
0.281,0.093,-0.581
0.287,0.105,-0.605
0.286,0.115,-0.601
0.276,0.136,-0.596
0.277,0.15,-0.593
0.294,0.192,-0.608
0.281,0.236,-0.658
0.265,0.253,-0.709
0.244,0.278,-0.716
0.235,0.278,-0.717
0.23,0.271,-0.705
0.225,0.252,-0.691
0.229,0.228,-0.669
0.238,0.219,-0.667
0.258,0.183,-0.665
0.273,0.123,-0.671
0.252,0.08,-0.589
0.268,-0.005,-0.607
0.265,-0.116,-0.567
0.259,-0.185,-0.539
0.26,-0.328,-0.532
0.248,-0.466,-0.495
0.241,-0.585,-0.447
0.209,-0.664,-0.353
0.145,-0.833,-0.285
0.1,-0.971,-0.129
0.022,-1.049,0.061
-0.056,-1.209,0.152
-0.103,-1.391,0.351
-0.205,-1.509,0.571
-0.304,-1.771,0.667
-0.481,-2.046,0.842
-0.468,-2.188,0.985
-0.567,-2.448,1.049
-0.65,-2.672,1.184
-0.675,-2.772,1.287
-0.691,-2.948,1.314
-0.657,-3.055,1.318
-0.591,-3.023,1.262
-0.572,-3.148,1.149
-0.398,-3.047,1.088
-0.343,-2.83,0.957
-0.227,-2.694,0.797
-0.122,-2.387,0.726
-0.022,-2.024,0.609
0.035,-1.835,0.488
0.151,-1.481,0.422
0.342,-1.142,0.279
0.36,-0.983,0.125
0.494,-0.712,0.052
0.556,-0.475,-0.083
0.661,-0.367,-0.204
0.728,-0.19,-0.26
0.754,-0.074,-0.364
0.787,-0.039,-0.447
0.779,-0.001,-0.489
0.732,-0.023,-0.562
0.709,-0.099,-0.604
0.666,-0.147,-0.748
0.607,-0.246,-0.641
0.58,-0.305,-0.638
0.533,-0.431,-0.63
0.491,-0.549,-0.612
0.471,-0.66,-0.574
0.426,-0.714,-0.549
0.394,-0.819,-0.495
0.378,-0.923,-0.438
0.347,-0.975,-0.372
0.298,-1.072,-0.338
0.271,-1.166,-0.271
0.234,-1.247,-0.231
0.202,-1.275,-0.205
0.17,-1.324,-0.194
0.147,-1.364,-0.17
0.509,1.593,0.002
0.49,1.704,-0.05
0.421,1.999,-0.08
0.361,2.192,-0.146
0.226,2.243,-0.176
0.143,2.323,-0.204
0.111,2.363,-0.302
0.051,2.365,-0.366
0.01,2.325,-0.498
0.007,2.279,-0.571
0.04,2.141,-0.573
0.121,1.967,-0.538
0.168,1.802,-0.5
0.265,1.731,-0.502
0.36,1.604,-0.506
0.407,1.499,-0.507
0.501,1.458,-0.469
0.59,1.423,-0.455
0.628,1.433,-0.451
0.69,1.482,-0.452
0.74,1.546,-0.457
0.761,1.594,-0.45
0.807,1.615,-0.452
0.846,1.636,-0.451
0.862,1.648,-0.427
0.866,1.651,-0.411
0.861,1.644,-0.388
0.862,1.611,-0.39
0.861,1.562,-0.381
0.862,1.534,-0.37
0.852,1.459,-0.351
0.833,1.383,-0.337
0.817,1.301,-0.321
0.785,1.217,-0.316
0.736,1.176,-0.327
0.686,1.096,-0.342
0.64,1.019,-0.369
0.614,0.957,-0.394
0.572,0.935,-0.421
0.521,0.895,-0.437
0.477,0.861,-0.477
0.468,0.846,-0.493
0.466,0.841,-0.474
0.453,0.832,-0.46
0.45,0.835,-0.436
0.454,0.847,-0.414
0.466,0.854,-0.385
0.468,0.864,-0.371
0.473,0.862,-0.346
0.477,0.86,-0.331
0.48,0.856,-0.325
0.473,0.852,-0.319
0.462,0.838,-0.331
0.449,0.861,-0.347
0.44,0.845,-0.341
0.431,0.845,-0.384
0.413,0.848,-0.392
0.395,0.857,-0.394
0.399,0.844,-0.401
0.4,0.856,-0.408
0.401,0.861,-0.417
0.402,0.863,-0.417
0.409,0.86,-0.413
0.426,0.857,-0.404
0.429,0.852,-0.399
0.423,0.837,-0.397
0.43,0.828,-0.395
0.441,0.82,-0.397
0.442,0.819,-0.402
0.45,0.813,-0.407
0.455,0.81,-0.41
0.461,0.809,-0.421
0.469,0.8,-0.424
0.478,0.796,-0.427
0.483,0.785,-0.425
0.495,0.769,-0.417
0.494,0.769,-0.413
0.491,0.773,-0.4
0.497,0.778,-0.395
0.501,0.784,-0.399
0.505,0.796,-0.396
0.502,0.801,-0.388
0.472,0.805,-0.379
0.458,0.812,-0.381
0.451,0.813,-0.397
0.448,0.79,-0.403
0.442,0.772,-0.412
0.428,0.77,-0.42
0.419,0.763,-0.424
0.419,0.757,-0.432
0.423,0.749,-0.432
0.424,0.745,-0.432
0.43,0.736,-0.446
0.44,0.73,-0.454
0.446,0.725,-0.458
0.468,0.727,-0.453
0.466,0.725,-0.442
0.475,0.724,-0.439
0.494,0.72,-0.444
0.504,0.715,-0.452
0.513,0.716,-0.457
0.519,0.715,-0.458
0.518,0.712,-0.456
0.525,0.71,-0.45
0.525,0.706,-0.464
0.51,0.71,-0.473
0.502,0.71,-0.474
0.534,0.672,-0.471
0.503,0.663,-0.46
0.492,0.693,-0.449
0.499,0.712,-0.457
0.512,0.7,-0.472
0.524,0.669,-0.463
0.546,0.655,-0.447
0.558,0.63,-0.443
0.549,0.64,-0.446
0.543,0.643,-0.44
0.54,0.64,-0.432
0.54,0.636,-0.435
